name, displayName, class, item block
"item.jaffas.banana","Banana","monnef.jaffas.trees.item.ItemJaffaBerryEatable",""
"item.jaffas.orange","Orange","monnef.jaffas.trees.item.ItemJaffaBerryEatable",""
"item.jaffas.jaffaTreeDebug","Jaffa Tree's Debug Tool","monnef.jaffas.trees.item.ItemJaffaTreeDebugTool",""
"item.jaffas.plum","Plum","monnef.jaffas.trees.item.ItemJaffaBerryEatable",""
"item.jaffas.limsewDust","Limsew Dust","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.locomotive","Mini-Locomotive","monnef.jaffas.technic.item.ItemLocomotive",""
"item.jaffas.casing","Casing","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.funnel","Funnel","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.paprika.fruit","Pepper","monnef.jaffas.trees.item.ItemJaffaBerryEatable",""
"item.jaffas.tomato.fruit","Tomato","monnef.jaffas.trees.item.ItemJaffaBerryEatable",""
"item.jaffas.strawberry.fruit","Strawberry","monnef.jaffas.trees.item.ItemJaffaBerryEatable",""
"item.jaffas.coffee.fruit","Coffee Beans","monnef.jaffas.trees.item.ItemJaffaBerry",""
"item.jaffas.pea.fruit","Pea Pod","monnef.jaffas.trees.item.ItemJaffaBerryEatable",""
"item.jaffas.mustard.fruit","Mustard","monnef.jaffas.trees.item.ItemJaffaBerry",""
"item.jaffas.onion.fruit","Onion","monnef.jaffas.trees.item.ItemJaffaBerry",""
"item.jaffas.peanuts.fruit","Peanuts","monnef.jaffas.trees.item.ItemJaffaBerryEatable",""
"item.jaffas.raspberry.fruit","Raspberry","monnef.jaffas.trees.item.ItemJaffaBerryEatable",""
"item.jaffas.bean.fruit","Beans","monnef.jaffas.trees.item.ItemJaffaBerry",""
"item.jaffas.turbineBlade.millBlade","Mill Blade","monnef.jaffas.power.item.ItemTurbineBlade",""
"item.jaffas.turbineBlade.woodenBlade","Wooden Blade","monnef.jaffas.power.item.ItemTurbineBlade",""
"item.jaffas.turbineBlade.ironBlade","Iron Blade","monnef.jaffas.power.item.ItemTurbineBlade",""
"item.jaffas.turbineBlade.jaffarrolBlade","Jaffarrol Blade","monnef.jaffas.power.item.ItemTurbineBlade",""
"item.jaffas.pipeWrench","Pipe Wrench","monnef.jaffas.power.item.ItemPipeWrench",""
"item.jaffas.debugPower","Power Debug Tool","monnef.jaffas.power.item.ItemDebug",""
"item.jaffas.centralUnit.simple","Simple Central Unit","monnef.jaffas.technic.item.ItemCentralUnit",""
"item.jaffas.centralUnit.normal","Central Unit","monnef.jaffas.technic.item.ItemCentralUnit",""
"item.jaffas.centralUnit.advanced","Advanced Central Unit","monnef.jaffas.technic.item.ItemCentralUnit",""
"item.jaffas.casingRefined","Refined Casing","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.jaffarrolRefined","Refined Jaffarrol","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.giantCandy","Giant Candy Cane","monnef.jaffas.xmas.item.ItemGiantCandy",""
"item.jaffas.treeSeeds1.0","Lemon Seeds","monnef.jaffas.trees.item.ItemFruitSeeds",""
"item.jaffas.treeSeeds1.1","Orange Seeds","monnef.jaffas.trees.item.ItemFruitSeeds",""
"item.jaffas.treeSeeds1.2","Plum Seeds","monnef.jaffas.trees.item.ItemFruitSeeds",""
"item.jaffas.treeSeeds1.3","Coconut Seeds","monnef.jaffas.trees.item.ItemFruitSeeds",""
"item.jaffas.treeSeeds2.0","Banana Seeds","monnef.jaffas.trees.item.ItemFruitSeeds",""
"item.jaffas.treeSeeds0.1","Apple Seeds","monnef.jaffas.trees.item.ItemFruitSeeds",""
"item.jaffas.treeSeeds0.2","Cocoa Seeds","monnef.jaffas.trees.item.ItemFruitSeeds",""
"item.jaffas.treeSeeds0.3","Vanilla Seeds","monnef.jaffas.trees.item.ItemFruitSeeds",""
"item.jaffas.wolfHelmet","Wolf Helmet","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.wolfHelmet","Wolf Helmet","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.malletHeadIron","Iron Mallet Head","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cookedMushroomsRaw","Raw Mushrooms","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cupCoffee","Cup of Coffee","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.xcandyChocoCircle","Unfinished Christmas Candy","monnef.jaffas.xmas.item.ItemXmas",""
"item.jaffas.salami","Salami","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.icecreamRaw","Ice-cream","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jaffaStrawberry","Strawberry Jaffa","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.glassRaspberry","[Obsolete] Glass of Raspberry Juice","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.honey","Honey","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.juiceApple","[Obsolete] Apple Juice","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.pieStrawberryRaw","Raw Strawberry Pie","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jaffarrolLeggins","Jarmor Leggings","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.jaffarrolLeggins","Jarmor Leggings","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.soupPeaRaw","Raw Pea Soup","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jamStrawberry","Strawberry Jam","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.potatesSlicedInTin","Crisps In Tin","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cheeseGrated","Grated Cheese","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.browniesPastry","Brownies Pastry","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.chocolateIcecreamFrozen","Chocolate Ice-cream *","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.spawnStoneLittle","Iron Home Stone","monnef.jaffas.food.item.ItemSpawnStone",""
"item.jaffas.fryingPanShroomburger","Shroomburger in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.muffinUnfinished","Unfinished Muffin","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandyStar","Unfinished Christmas Candy","monnef.jaffas.xmas.item.ItemXmas",""
"item.jaffas.beansWithTomato","Beans With Tomato Sauce","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.fryingPanBurger","Burger in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cream","Cream","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.hamburgerBun","Hamburger Bun","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.sausageRaw","Raw Sausage","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cookingPot","Cooking Pot","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.sweetBeans","Sweet Cocoa Powder","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.shroomburger","Shroomburger","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.butter","Butter","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandyChocoBallSprinkled","Christmas Candy","monnef.jaffas.xmas.item.ItemXmasFood",""
"item.jaffas.friedMushroomsInTinCooked","Fried Mushrooms In Tin","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.paprikaChopped","Chopped Peppers","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.rollChopped","Chopped Roll","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.salamiSliced","Sliced Salami","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cheeseRaw","Raw Cheese","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.apples","Apples","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.featherDuck","Duck Feather","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.wolfMeatRaw","Raw Wolf Meat","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.juiceGlass.glassofLemonJuice","Glass of Lemon Juice","monnef.jaffas.food.item.juice.ItemJuiceGlass",""
"item.jaffas.juiceGlass.glassofOrangeJuice","Glass of Orange Juice","monnef.jaffas.food.item.juice.ItemJuiceGlass",""
"item.jaffas.juiceGlass.glassofAppleJuice","Glass of Apple Juice","monnef.jaffas.food.item.juice.ItemJuiceGlass",""
"item.jaffas.juiceGlass.glassofRaspberryJuice","Glass of Raspberry Juice","monnef.jaffas.food.item.juice.ItemJuiceGlass",""
"item.jaffas.juiceGlass.glassofTomatoJuice","Glass of Tomato Juice","monnef.jaffas.food.item.juice.ItemJuiceGlass",""
"item.jaffas.juiceGlass.glassofCarrotJuice","Glass of Carrot Juice","monnef.jaffas.food.item.juice.ItemJuiceGlass",""
"item.jaffas.juiceGlass.glassofMelonJuice","Glass of Melon Juice","monnef.jaffas.food.item.juice.ItemJuiceGlass",""
"item.jaffas.juiceGlass.glassofStrawberryJuice","Glass of Strawberry Juice","monnef.jaffas.food.item.juice.ItemJuiceGlass",""
"item.jaffas.duck","Duck","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.cookedMushrooms","Cooked Mushrooms","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.magnifier","Magnifier","monnef.jaffas.food.item.ItemMagnifier",""
"item.jaffas.meatChopped","Chopped Meat","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.vanillaBeans","Vanilla Beans","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.juiceRaspberry","[Obsolete] Raspberry Juice","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.soupFishRaw","Raw Fish Soup","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cookingPotCocoaHot","Hot Cocoa","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.chocolateIcecreamRaw","Chocolate Ice-cream","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandySmallRoll","Christmas Candy","monnef.jaffas.xmas.item.ItemXmasFood",""
"item.jaffas.wolfLeggins","Wolf Leggings","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.wolfLeggins","Wolf Leggings","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.waferIcecreamRaw","Raw Wafer","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.potatesSlicedInTinRaw","Raw Crisps","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jamRaspberry","Raspberry Jam","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.juiceOrange","[Obsolete] Orange Juice","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.xcandyCane","Candy Cane","monnef.jaffas.xmas.item.ItemXmasFood",""
"item.jaffas.beans","Cocoa Powder","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.breadSlice","Bread Slice","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.creamSweet","Sweet Cream","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.duckBoots","Duck Boots","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.duckBoots","Duck Boots","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.juiceInBottle.lemonJuice","Lemon Juice","monnef.jaffas.food.item.juice.ItemJuice",""
"item.jaffas.juiceInBottle.orangeJuice","Orange Juice","monnef.jaffas.food.item.juice.ItemJuice",""
"item.jaffas.juiceInBottle.appleJuice","Apple Juice","monnef.jaffas.food.item.juice.ItemJuice",""
"item.jaffas.juiceInBottle.raspberryJuice","Raspberry Juice","monnef.jaffas.food.item.juice.ItemJuice",""
"item.jaffas.juiceInBottle.tomatoJuice","Tomato Juice","monnef.jaffas.food.item.juice.ItemJuice",""
"item.jaffas.juiceInBottle.carrotJuice","Carrot Juice","monnef.jaffas.food.item.juice.ItemJuice",""
"item.jaffas.juiceInBottle.melonJuice","Melon Juice","monnef.jaffas.food.item.juice.ItemJuice",""
"item.jaffas.juiceInBottle.strawberryJuice","Strawberry Juice","monnef.jaffas.food.item.juice.ItemJuice",""
"item.jaffas.chocolateBar","Chocolate Bar","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.glassMilk","Glass of Milk","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.shroomburgerInBunWithCheese","Shroomburger With Cheese","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.roll","Roll","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.bunRaw","Raw Bun","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.creamRoll","Cream Roll","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.mincedMeat","Minced Meat","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.raspberries","Raspberries","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.eggHardBoiled","Hard Boiled Egg","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.gingerbread","Gingerbread","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.tinDuckOrangeRaw","Duck à l'Orange Raw","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.flour","Flour","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.duckChest","Duck Chestplate","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.duckChest","Duck Chestplate","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.bread","Bread","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jaffaO","Orange Jaffa","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.jaffaP","Plum Jaffa","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.jaffarrolChest","Jarmor Chestplate","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.jaffarrolChest","Jarmor Chestplate","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.jaffaR","Apple Jaffa","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.jaffaV","Vanilla Jaffa","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.malletHeadStone","Stone Mallet Head","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.mincedMushrooms","Minced Mushrooms","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandyChocoCircleSprinkled","Christmas Candy","monnef.jaffas.xmas.item.ItemXmasFood",""
"item.jaffas.strawberryIcecreamFrozen","Strawberry Ice-cream *","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.sausage","Sausage","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.donutPink","Apple Donut","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.coconutPowder","Coconut Powder","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.pepperStuffed","Stuffed Pepper","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.fryingPanShroomburgerRaw","Raw Shroomburger in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.donut","Donut","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandySmallRollChoco","Christmas Candy","monnef.jaffas.xmas.item.ItemXmasFood",""
"item.jaffas.duckEgg","Duck Egg","monnef.jaffas.food.item.ItemDuckEgg",""
"item.jaffas.jaffaL","Lemon Jaffa","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.wienerCocktail","Cocktail Wiener","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.juiceBottle","Juice Bottle","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandyGingerCreamed","Christmas Candy","monnef.jaffas.xmas.item.ItemXmasFood",""
"item.jaffas.milkBoxEmpty","Empty Milk Box","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.lambWithPeasInTinRaw","Raw Lamb With Peas In Tin","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.coffee","Coffee","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jamMix","Mix of Jams","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.ironSkewer","Iron Skewer","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.breadSliceToasted","Bread Slice Toasted","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.omeletteRaw","Raw Omelette","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.friedMushroomsInTinRaw","Raw Mushrooms In Tin","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.burger","Burger","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.knifeKitchen","Kitchen Knife","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.lemons","Lemons","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.brownie","Brownie","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.glassApple","[Obsolete] Glass of Apple Juice","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.xcandyChocoCircleCoated","Christmas Candy","monnef.jaffas.xmas.item.ItemXmasFood",""
"item.jaffas.cheeseburger","Cheeseburger","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.bottleMustard","Bottle of Mustard","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.kettleWaterCold","Kettle With Cold Water","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.woodenBowl","Wooden Bowl","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.pizza","Pizza","monnef.jaffas.food.item.ItemPizza",""
"item.jaffas.beerMugEmpty","Empty Beer Mug","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.malletHead","Wooden Mallet Head","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.breadSliceJam","Bread Slice with Jam","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.jaffaRaspberry","Raspberry Jaffa","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.puffPastry","Puff Pastry","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.mallet","Little Wooden Mallet","monnef.jaffas.food.item.ItemJaffaRecipeTool",""
"item.jaffas.xcandyChocoBall","Unfinished Christmas Candy","monnef.jaffas.xmas.item.ItemXmas",""
"item.jaffas.xcandyGingerFigureRaw","Raw Christmas Candy","monnef.jaffas.xmas.item.ItemXmas",""
"item.jaffas.kettleWaterHot","Kettle With Hot Water","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.shroomburgerInBun","Shroomburger","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.friedMushrooms","Fried Mushrooms","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.soupFishCooked","Fish Soup","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.spiderLeg","Spider Leg","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.fryingPanEggRaw","Raw Egg in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cookingPotWater","Cooking Pot With Water","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.fishFillet","Fish Fillet","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.soupTomatoRaw","Raw Tomato Soup","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.sandwich1","Sandwich","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.cookingPotEggs","Cooking Pot With Eggs","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.spawnStoneBig","Diamond Home Stone","monnef.jaffas.food.item.ItemSpawnStone",""
"item.jaffas.pizzaRaw","Raw Pizza","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.pieRaspberryRaw","Raw Raspberry Pie","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.oranges","Oranges","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cupRaw","Raw Cup","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cheese","Cheese","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.kettle","Empty Kettle","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.coneRaw","Raw Cone","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.soupPeaCooked","Pea Soup","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.cone","Cone","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.glassLemon","[Obsolete] Glass of Lemon Juice","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.fryingPanFishStick","Fish Stick in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.malletDiamond","Little Diamond Mallet","monnef.jaffas.food.item.ItemJaffaRecipeTool",""
"item.jaffas.omelette","Omelette","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.crumpledPaper","Crumpled Paper","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.wolfChest","Wolf Chestplate","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.wolfChest","Wolf Chestplate","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.chocIceStick","Choc-ice Stick","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.glassOrange","[Obsolete] Glass of Orange Juice","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.duckLeggins","Duck Leggings","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.duckLeggins","Duck Leggings","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.wolfBoots","Wolf Boots","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.wolfBoots","Wolf Boots","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.xcandySmallRollRaw","Raw Christmas Candy","monnef.jaffas.xmas.item.ItemXmas",""
"item.jaffas.soupTomatoCooked","Tomato Soup","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.wrapperJaffas","Jaffas Wrapper","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.lollipop.strawberry","Strawberry Lollipop","monnef.jaffas.food.item.ItemJaffaFoodMultiple",""
"item.jaffas.pieVanillaRaw","Raw Vanilla Pie","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.piePlumRaw","Raw Plum Pie","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.bottleKetchup","Bottle of Catchup","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.pepperStuffedRaw","Raw Stuffed Pepper","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.scrap","Scrap","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.hamburgerBunRaw","Raw Hamburger Bun","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.lambWithPeas","Lamb With Peas","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.sprinkles","Sprinkles","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.donutRaw","Raw Donut","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.chocolateWrapper","Chocolate Wrapper","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jaffasPack","Jaffas Pack","monnef.jaffas.food.item.ItemJaffaPack",""
"item.jaffas.jaffasPack","Jaffas Pack","monnef.jaffas.food.item.ItemJaffaPack",""
"item.jaffas.jaffasPack","Jaffas Pack","monnef.jaffas.food.item.ItemJaffaPack",""
"item.jaffas.jaffasPack","Jaffas Pack","monnef.jaffas.food.item.ItemJaffaPack",""
"item.jaffas.jaffasPack","Jaffas Pack","monnef.jaffas.food.item.ItemJaffaPack",""
"item.jaffas.jaffasPack","Jaffas Pack","monnef.jaffas.food.item.ItemJaffaPack",""
"item.jaffas.jaffasPack","Jaffas Pack","monnef.jaffas.food.item.ItemJaffaPack",""
"item.jaffas.jaffasPack","Jaffas Pack","monnef.jaffas.food.item.ItemJaffaPack",""
"item.jaffas.eggFried","Fried Egg","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.rollRaw","Raw Roll","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.fryingPanBurgerRaw","Raw Burger in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.pastrySweet","Sweet Pastry","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.plate","Plate","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.fryingPan","Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.vanillaIcecream","Scooped Ice-cream","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.strawberryIcecreamRaw","Strawberry Ice-cream","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.fishStickRaw","Fish Stick Raw","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.browniesInTin","Brownies","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.plateDuckOrange","Duck à l'Orange","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.cocoBar","Coco Bar","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.donutChocolate","Chocolate Donut","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.icecreamFrozen","Ice-cream *","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.breadCrumbs","Breadcrumbs","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandyGingerFigure","Unfinished Christmas Candy","monnef.jaffas.xmas.item.ItemXmas",""
"item.jaffas.cupCocoa","Hot Cocoa","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.plums","Plums","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.hamburger","Hamburger","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.milkBoxFull","Milk","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.donutSugar","Powdered Donut","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.strawberryIcecream","Scooped Strawberry Ice-cream","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.fryingPanFishStickRaw","Raw Fish Stick in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.skewerRaw","Raw Skewer","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.potatesSliced","Sliced Potatoes","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.malletHeadDiamond","Diamond Mallet Head","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jaffarrolBoots","Jarmor Boots","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.jaffarrolBoots","Jarmor Boots","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.meatDryer","Drying Rack","monnef.jaffas.food.item.ItemMeatDryer",""
"item.jaffas.glassEmpty","Glass","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.chocolate","Chocolate","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.waferIcecream","Wafer","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jaffarrolHelmet","Jarmor Helmet","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.jaffarrolHelmet","Jarmor Helmet","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.bottleEmpty","Empty Bottle","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.lambWithPeasInTin","Lamb With Peas In Tin","monnef.jaffas.food.item.ItemJaffaBase",""
